KEYS,en,chn
S49L1,"On July 10th, Planet Giant Shield - Alliance Offensive Front - beheading Force Camp",7月10日， 巨盾星-联盟进攻前线-斩首部队营地
S49L2,"The final battle is finally coming. As long as the imperial capital is captured this time, we should be able to force the empire to sign a peace agreement",总算要决战了， 只要这次打下帝都， 应该就能逼迫帝国签订和平协议了
S49L3,Can't we completely eliminate the empire after putting in so much effort? Do we still want to continue letting it be evil?,我们费了这么大的劲， 难道不能彻底消灭帝国吗？还要继续放任它为恶吗？
S49L4,"This war is the first ultra long range war in interstellar history, and the alliance's preparation is not sufficient, whether it is personnel training, weapon equipment, or later supplies. To be honest, it is now a very tense state for all parties to achieve the current results. Even if the alliance wins this war, it will be difficult to maintain sufficient troops in the empire for stability",这次战争是星际史上第一次的超远距战争， 联盟的准备其实并不充分， 不管是人员训练， 武器配备还是后期补给， 老实说现在已经是各方处于一个很紧绷的状态才能取得目前的战果。哪怕联盟赢得了这场战争， 也很难在帝国维持足够的兵力进行稳定
S49L5,"And according to my analysis, if the empire were to collapse, the imperialists currently engaged in production would likely turn into resistance forces, and more innocent people would sacrifice themselves. I understand your anger, but I don't think you're angry because of these innocent people. What causes you pain is some ulterior motives and their baseless behavior in the empire",而且根据我的分析， 如果帝国覆灭， 目前从事生产的帝国人， 很可能转成反抗军， 到时候会有更多的无辜的人牺牲。我理解你的愤怒， 但是我想你应该不是因为这些无辜的人而愤怒的， 造成你痛苦的是帝国的一些别有用心的人和他们毫无底线的行为
S49L6R1,"Now thinking about it, it's not appropriate for me to direct my anger towards the entire empire. I should only focus on the lackeys of the empire",现在想想， 我把自己的怒火对准整个帝国也不太恰当， 我应该只专注于帝国的走狗们
S49L6R2,"Without their support, the empire would not have been so lawless. They are all potential accomplices and not worthy of pity or sympathy",没有他们的供养， 帝国也不至于无法无天到这个地步， 他们都是潜在的帮凶， 并不值得怜悯或同情
S49L6R3,All of this is caused by the fault of the imperial system. Serving the emperor alone will lead to the indulgence of power. We should actually change the imperial system,造成这一切的都是帝国体制的错， 所有人服务于帝皇一人就会造成权力的放纵， 我们其实应该改变帝国的制度
S49L7,"Anyway, I will make demands as the representative of the White family on the front line, whether it is to punish the criminals severely or to transform the empire towards a more civilized and transparent direction",无论如何， 我会用白家在前线的代表人的身份去提要求， 不管是严惩罪人， 还是让帝国向更文明透明的方向去转变
S49L8,"Well, don't think so much, we still have to win this war, otherwise everything will be empty talk. Let's go",嗯， 别想这么多了， 我们还是得打赢这场战争才行， 否则一切都是空谈。我们出发吧
,,
S50L1,"On July 15th, the core planet of the empire – Planet Light - Imperial Capital",7月15日， 帝国核心星球-光明星-帝都
S50L2,"The empire has surrendered, and now the members of the alliance are negotiating a surrender agreement with them. It is estimated that we will be able to return to the alliance in a few days to receive recognition",帝国投降了， 现在联盟的人在和他们商谈投降协议了， 估计再过几天我们就能返回联盟接受表彰了
S50L3,Do you know the content of the agreement?,话说你知道协议的内容吗？
S50L4,"I have a rough idea, mainly accepting the alliance's garrison, compensating military expenses, limiting the number of imperial armies, fully opening up technology and economy, accepting political and legal reforms, promoting democratic education in ideology and culture, and so on. These are proposals from various factions within the alliance, with different demands from different factions",知道个大概， 主要是接受联盟驻军， 赔偿军费， 限制帝国军队数量， 科技经济全面开放， 接受政治法律改造， 思想文化上推行民主教育等等， 这些是联盟内各派系提出的， 不同的派系诉求不一样， 提的要求也不一样
S50L5,What about the attitude of the empire? I think it's difficult for the imperial lords to accept such an agreement,那帝国的态度呢？这样的协议我觉得帝国老爷们很难接受啊
S50L6,"The empire only has the remnants of the ImperialBlade guarding the imperial capital and the armies maintaining public security in various regions left. They no longer have the confidence to bargain with the alliance, let alone their unconditional surrender. In name, they have no qualification for negotiation",帝国只剩下拱卫帝都的御锋军残部和各地维护治安的军队了， 已经没有与联盟讨价还价的底气了， 更何况他们是无条件投降， 名义上压根没有谈判的资格
S50L7,"Alas, I'm afraid that if the pressure is too harsh and the transformation is too fast, it will have a counterproductive effect. Forget it, let's not talk about this anymore. Why don't we plan our life after returning to the alliance? You told me that each planet in the alliance has its own unique characteristics, and I plan to visit them all. I still need a tour guide. Do you have any recommendations?",唉， 我只怕逼迫太狠， 转变太快， 会有反效果。算了， 不聊这个了， 不如我们规划下回到联盟后的生活吧， 你和我说联盟各个星球各具特色， 我打算都游历一遍， 还缺一个导游， 你有什么推荐吗？
S50L8,"(Eyes shining) Speaking of this, I feel energized……",（双眼放光）说到这个， 我可就精神了……
